classe,fichier,contraste,bords,couleur,verdict
Racing,Ridge_Racer_PS1_0064.jpg,40.8,14.30,46.4,garde
Racing,Ridge_Racer_PS1_0065.jpg,59.9,9.49,50.1,garde
Racing,Ridge_Racer_PS1_0066.jpg,61.0,18.62,69.0,garde
Racing,Ridge_Racer_PS1_0068.jpg,40.2,12.63,52.9,garde
Racing,Ridge_Racer_PS1_0069.jpg,32.4,14.05,50.9,garde
Racing,Ridge_Racer_PS1_0070.jpg,32.9,12.71,44.6,garde
Racing,Ridge_Racer_PS1_0071.jpg,30.8,10.13,52.6,garde
Racing,Ridge_Racer_PS1_0072.jpg,38.3,11.25,51.3,garde
Racing,Ridge_Racer_PS1_0073.jpg,44.0,13.71,43.4,garde
Racing,Ridge_Racer_PS1_0074.jpg,31.0,11.50,54.3,garde
Racing,Ridge_Racer_PS1_0075.jpg,31.0,12.53,49.4,garde
Racing,Ridge_Racer_PS1_0076.jpg,19.7,5.22,46.8,garde
Racing,Ridge_Racer_PS1_0077.jpg,44.5,14.90,50.5,garde
Racing,Ridge_Racer_PS1_0078.jpg,44.4,11.27,32.3,garde
Racing,Ridge_Racer_PS1_0079.jpg,29.3,11.05,31.9,garde
Racing,Ridge_Racer_PS1_0080.jpg,44.8,11.28,32.9,garde
Racing,Ridge_Racer_PS1_0081.jpg,34.0,13.39,39.1,garde
Racing,Ridge_Racer_PS1_0082.jpg,32.6,13.80,42.0,garde
Racing,Ridge_Racer_PS1_0083.jpg,19.4,7.63,31.2,garde
Racing,Ridge_Racer_PS1_0084.jpg,32.5,12.06,52.4,garde
Racing,Ridge_Racer_PS1_0085.jpg,26.8,11.78,54.2,garde
Racing,Ridge_Racer_PS1_0086.jpg,25.1,8.80,52.3,garde
Racing,Ridge_Racer_PS1_0087.jpg,31.3,12.97,57.0,garde
Racing,Ridge_Racer_PS1_0088.jpg,33.9,12.66,49.8,garde
Racing,Ridge_Racer_PS1_0089.jpg,38.1,11.98,45.0,garde
Racing,Ridge_Racer_PS1_0090.jpg,36.4,3.45,17.8,garde
Racing,Ridge_Racer_PS1_0091.jpg,38.2,8.16,20.1,garde
Racing,Ridge_Racer_PS1_0092.jpg,24.7,6.80,89.8,garde
Racing,Ridge_Racer_PS1_0093.jpg,37.1,12.14,58.1,garde
Racing,Ridge_Racer_PS1_0094.jpg,34.0,14.95,37.2,garde
Racing,Ridge_Racer_PS1_0095.jpg,60.8,11.61,88.6,garde
Racing,Ridge_Racer_PS1_0096.jpg,32.4,4.76,38.7,garde
Racing,Ridge_Racer_Type_4_PS1_0001.jpg,22.6,4.81,12.7,garde
Racing,Ridge_Racer_Type_4_PS1_0002.jpg,72.2,10.04,41.1,garde
Racing,Ridge_Racer_Type_4_PS1_0003.jpg,59.4,13.08,42.5,garde
Racing,Ridge_Racer_Type_4_PS1_0004.jpg,27.1,3.84,17.9,garde
Racing,Ridge_Racer_Type_4_PS1_0005.jpg,53.7,9.94,31.9,garde
Racing,Ridge_Racer_Type_4_PS1_0006.jpg,68.9,10.37,33.4,garde
Racing,Ridge_Racer_Type_4_PS1_0007.jpg,71.7,8.46,22.2,garde
Racing,Ridge_Racer_Type_4_PS1_0008.jpg,64.0,4.78,103.0,garde
Racing,Ridge_Racer_Type_4_PS1_0009.jpg,20.1,3.71,20.3,garde
Racing,Ridge_Racer_Type_4_PS1_0010.jpg,36.8,5.05,3.7,garde
Racing,Ridge_Racer_Type_4_PS1_0011.jpg,43.4,12.14,54.0,garde
Racing,Ridge_Racer_Type_4_PS1_0013.jpg,40.4,9.47,70.3,garde
Racing,Ridge_Racer_Type_4_PS1_0015.jpg,36.5,10.44,106.2,garde
Racing,Ridge_Racer_Type_4_PS1_0016.jpg,42.6,9.33,106.0,garde
Racing,Ridge_Racer_Type_4_PS1_0017.jpg,48.1,11.71,116.4,garde
Racing,Ridge_Racer_Type_4_PS1_0020.jpg,34.6,6.45,99.9,garde
Racing,Ridge_Racer_Type_4_PS1_0021.jpg,43.5,7.97,105.8,garde
Racing,Ridge_Racer_Type_4_PS1_0022.jpg,43.3,15.36,112.5,garde
Racing,Ridge_Racer_Type_4_PS1_0023.jpg,48.4,11.24,116.7,garde
Racing,Ridge_Racer_Type_4_PS1_0024.jpg,28.6,13.51,73.4,garde
Racing,Ridge_Racer_Type_4_PS1_0026.jpg,41.3,11.13,50.9,garde
Racing,Ridge_Racer_Type_4_PS1_0027.jpg,59.7,11.35,46.4,garde
Racing,Ridge_Racer_Type_4_PS1_0028.jpg,42.0,12.32,36.3,garde
Racing,Ridge_Racer_Type_4_PS1_0029.jpg,42.5,12.81,24.0,garde
Racing,Ridge_Racer_Type_4_PS1_0030.jpg,41.0,11.57,14.7,garde
Racing,Ridge_Racer_Type_4_PS1_0031.jpg,39.3,11.47,14.7,garde
Racing,Ridge_Racer_Type_4_PS1_0032.jpg,51.3,14.83,41.2,garde
Racing,Ridge_Racer_Type_4_PS1_0033.jpg,37.6,12.11,26.9,garde
Racing,Ridge_Racer_Type_4_PS1_0034.jpg,42.9,12.79,50.4,garde
Racing,Ridge_Racer_Type_4_PS1_0035.jpg,42.8,12.98,48.8,garde
Racing,Ridge_Racer_Type_4_PS1_0037.jpg,59.3,6.18,34.0,garde
Racing,Ridge_Racer_Type_4_PS1_0038.jpg,19.5,4.13,25.7,garde
Racing,Ridge_Racer_Type_4_PS1_0039.jpg,29.5,6.18,18.6,garde
Racing,Ridge_Racer_Type_4_PS1_0041.jpg,63.9,12.43,113.6,garde
Racing,Ridge_Racer_Type_4_PS1_0042.jpg,56.6,14.88,116.9,garde
Racing,Ridge_Racer_Type_4_PS1_0045.jpg,52.4,14.66,37.8,garde
Racing,Ridge_Racer_Type_4_PS1_0046.jpg,41.9,10.61,24.1,garde
Racing,Ridge_Racer_Type_4_PS1_0047.jpg,34.8,10.07,8.2,garde
Racing,Ridge_Racer_Type_4_PS1_0048.jpg,34.6,10.38,17.1,garde
Racing,Ridge_Racer_Type_4_PS1_0049.jpg,36.8,11.34,15.2,garde
Racing,Ridge_Racer_Type_4_PS1_0050.jpg,67.1,11.95,41.8,garde
Racing,Ridge_Racer_Type_4_PS1_0051.jpg,59.1,10.75,37.2,garde
Racing,Ridge_Racer_Type_4_PS1_0052.jpg,38.1,12.89,23.8,garde
Racing,Ridge_Racer_Type_4_PS1_0053.jpg,34.8,10.47,15.6,garde
Racing,Ridge_Racer_Type_4_PS1_0054.jpg,37.2,10.94,22.5,garde
Racing,Ridge_Racer_Type_4_PS1_0055.jpg,59.3,10.40,37.6,garde
Racing,Ridge_Racer_Type_4_PS1_0056.jpg,54.9,9.21,34.9,garde
Racing,Ridge_Racer_Type_4_PS1_0057.jpg,64.2,10.72,46.8,garde
Racing,Ridge_Racer_Type_4_PS1_0058.jpg,18.5,4.06,14.0,garde
Racing,Ridge_Racer_Type_4_PS1_0060.jpg,18.7,3.51,12.3,garde
Racing,Ridge_Racer_Type_4_PS1_0061.jpg,32.2,4.27,21.1,garde
Racing,Ridge_Racer_Type_4_PS1_0062.jpg,27.8,5.06,21.2,garde
Racing,Ridge_Racer_Type_4_PS1_0063.jpg,70.5,6.69,33.6,garde
Racing,Ridge_Racer_Type_4_PS1_0064.jpg,39.7,3.94,67.0,garde
Racing,Ridge_Racer_Type_4_PS1_0065.jpg,53.0,11.58,95.1,garde
Racing,Ridge_Racer_Type_4_PS1_0067.jpg,33.3,8.20,107.2,garde
Racing,Ridge_Racer_Type_4_PS1_0068.jpg,24.3,7.14,47.4,garde
Racing,Ridge_Racer_Type_4_PS1_0071.jpg,46.3,13.10,116.0,garde
Racing,Ridge_Racer_Type_4_PS1_0074.jpg,46.1,15.37,23.2,garde
Racing,Ridge_Racer_Type_4_PS1_0075.jpg,35.0,12.81,18.8,garde
Racing,Ridge_Racer_Type_4_PS1_0076.jpg,38.2,14.18,25.0,garde
Racing,Ridge_Racer_Type_4_PS1_0077.jpg,40.7,14.73,14.9,garde
Racing,Ridge_Racer_Type_4_PS1_0078.jpg,38.1,13.52,15.3,garde
Racing,Ridge_Racer_Type_4_PS1_0079.jpg,41.2,14.55,13.8,garde
Racing,Ridge_Racer_Type_4_PS1_0080.jpg,40.5,13.18,10.2,garde
Racing,Ridge_Racer_Type_4_PS1_0081.jpg,40.7,14.42,10.3,garde
Racing,Ridge_Racer_Type_4_PS1_0082.jpg,36.6,13.43,24.8,garde
Racing,Ridge_Racer_Type_4_PS1_0083.jpg,41.7,13.26,17.2,garde
Racing,Ridge_Racer_Type_4_PS1_0084.jpg,42.0,14.86,15.7,garde
Racing,Ridge_Racer_Type_4_PS1_0085.jpg,42.2,14.69,16.6,garde
Racing,Ridge_Racer_Type_4_PS1_0086.jpg,37.2,13.36,26.2,garde
Racing,Ridge_Racer_Type_4_PS1_0087.jpg,42.0,14.78,18.2,garde
Racing,Ridge_Racer_Type_4_PS1_0088.jpg,19.8,4.25,19.6,garde
Racing,Ridge_Racer_Type_4_PS1_0089.jpg,23.3,5.83,22.6,garde
Racing,Ridge_Racer_Type_4_PS1_0090.jpg,30.0,8.00,20.6,garde
Racing,Ridge_Racer_Type_4_PS1_0091.jpg,30.4,7.33,12.9,garde
Racing,Ridge_Racer_Type_4_PS1_0092.jpg,35.3,16.67,17.9,garde
Racing,Ridge_Racer_Type_4_PS1_0093.jpg,50.3,8.44,104.3,garde
Racing,Ridge_Racer_Type_4_PS1_0094.jpg,50.7,12.07,106.8,garde
Racing,Ridge_Racer_Type_4_PS1_0097.jpg,38.0,9.14,20.1,garde
Racing,Ridge_Racer_Type_4_PS1_0098.jpg,44.9,9.73,19.2,garde
Racing,Ridge_Racer_Type_4_PS1_0099.jpg,34.2,11.72,25.7,garde
Racing,Ridge_Racer_Type_4_PS1_0100.jpg,39.6,12.08,32.9,garde
Racing,Ridge_Racer_Type_4_PS1_0101.jpg,36.2,11.98,14.9,garde
Racing,Ridge_Racer_Type_4_PS1_0102.jpg,37.2,11.59,10.4,garde
Racing,Ridge_Racer_Type_4_PS1_0103.jpg,34.5,12.66,16.6,garde
Racing,Ridge_Racer_Type_4_PS1_0104.jpg,38.6,13.89,19.1,garde
Racing,Ridge_Racer_Type_4_PS1_0105.jpg,41.3,13.77,21.6,garde
Racing,Ridge_Racer_Type_4_PS1_0106.jpg,46.3,11.21,22.5,garde
Racing,Ridge_Racer_Type_4_PS1_0107.jpg,42.4,13.12,30.7,garde
Racing,Ridge_Racer_Type_4_PS1_0108.jpg,39.6,14.07,35.1,garde
Racing,Ridge_Racer_Type_4_PS1_0109.jpg,34.6,11.17,25.9,garde
Racing,Ridge_Racer_Type_4_PS1_0110.jpg,39.3,12.05,24.2,garde
Racing,Ridge_Racer_Type_4_PS1_0111.jpg,43.1,8.56,13.2,garde
Racing,Ridge_Racer_Type_4_PS1_0112.jpg,29.1,5.99,16.9,garde
Racing,Ridge_Racer_Type_4_PS1_0113.jpg,24.4,5.95,27.3,garde
Racing,Ridge_Racer_Type_4_PS1_0114.jpg,43.0,10.47,16.2,garde
Racing,Ridge_Racer_Type_4_PS1_0117.jpg,56.9,13.52,117.6,garde
Racing,Ridge_Racer_Type_4_PS1_0120.jpg,31.5,9.89,68.2,garde
Racing,Ridge_Racer_Type_4_PS1_0121.jpg,43.1,14.79,114.1,garde
Racing,Ridge_Racer_Type_4_PS1_0122.jpg,46.9,12.17,115.4,garde
Racing,Ridge_Racer_Type_4_PS1_0123.jpg,47.0,12.64,115.8,garde
Racing,Ridge_Racer_Type_4_PS1_0126.jpg,41.3,15.65,53.5,garde
Racing,Ridge_Racer_Type_4_PS1_0127.jpg,37.5,10.61,17.0,garde
Racing,Ridge_Racer_Type_4_PS1_0128.jpg,37.3,11.49,42.3,garde
Racing,Ridge_Racer_Type_4_PS1_0129.jpg,36.9,11.67,10.7,garde
Racing,Ridge_Racer_Type_4_PS1_0130.jpg,37.0,10.70,47.9,garde
Racing,Ridge_Racer_Type_4_PS1_0131.jpg,42.0,13.19,49.6,garde
Racing,Ridge_Racer_Type_4_PS1_0132.jpg,36.5,10.76,48.7,garde
Racing,Ridge_Racer_Type_4_PS1_0133.jpg,28.2,7.30,46.0,garde
Racing,Ridge_Racer_Type_4_PS1_0134.jpg,19.1,3.52,13.8,garde
Racing,Ridge_Racer_Type_4_PS1_0135.jpg,33.5,7.53,55.3,garde
Racing,Ridge_Racer_Type_4_PS1_0136.jpg,34.2,5.85,17.8,garde
Racing,Ridge_Racer_Type_4_PS1_0137.jpg,29.2,6.68,55.9,garde
Racing,Ridge_Racer_Type_4_PS1_0138.jpg,38.1,4.71,66.5,garde
Racing,Ridge_Racer_Type_4_PS1_0139.jpg,57.0,14.82,115.6,garde
Racing,Ridge_Racer_Type_4_PS1_0142.jpg,28.2,9.61,81.2,garde
Racing,Ridge_Racer_Type_4_PS1_0144.jpg,44.1,13.68,25.3,garde
Racing,Ridge_Racer_Type_4_PS1_0145.jpg,37.1,11.98,11.6,garde
Racing,Ridge_Racer_Type_4_PS1_0146.jpg,34.2,12.81,18.8,garde
Racing,Ridge_Racer_Type_4_PS1_0147.jpg,38.8,12.68,23.9,garde
Racing,Ridge_Racer_Type_4_PS1_0148.jpg,43.7,12.47,29.6,garde
Racing,Ridge_Racer_Type_4_PS1_0149.jpg,39.7,13.17,12.8,garde
Racing,Ridge_Racer_Type_4_PS1_0150.jpg,36.1,12.74,18.0,garde
Racing,Ridge_Racer_Type_4_PS1_0151.jpg,41.1,13.27,18.1,garde
Racing,Ridge_Racer_Type_4_PS1_0152.jpg,41.1,13.84,25.7,garde
Racing,Ridge_Racer_Type_4_PS1_0153.jpg,40.4,12.78,14.4,garde
Racing,Ridge_Racer_Type_4_PS1_0154.jpg,38.7,13.96,16.0,garde
Racing,Ridge_Racer_Type_4_PS1_0155.jpg,38.8,12.08,32.0,garde
Racing,Ridge_Racer_Type_4_PS1_0156.jpg,25.5,6.43,20.4,garde
Racing,Ridge_Racer_Type_4_PS1_0158.jpg,21.3,4.92,20.8,garde
Racing,Ridge_Racer_Type_4_PS1_0159.jpg,27.0,6.76,22.4,garde
Racing,Ridge_Racer_Type_4_PS1_0160.jpg,33.9,15.79,17.4,garde
Racing,Ridge_Racer_Type_4_PS1_0161.jpg,53.5,11.60,103.3,garde
Racing,Ridge_Racer_Type_4_PS1_0162.jpg,52.4,11.69,103.9,garde
Racing,Ridge_Racer_Type_4_PS1_0165.jpg,26.5,9.39,80.4,garde
Racing,Ridge_Racer_Type_4_PS1_0166.jpg,34.7,9.14,38.3,garde
Racing,Ridge_Racer_Type_4_PS1_0167.jpg,54.3,12.06,26.0,garde
Racing,Ridge_Racer_Type_4_PS1_0168.jpg,39.9,13.46,19.9,garde
Racing,Ridge_Racer_Type_4_PS1_0169.jpg,36.5,11.40,9.1,garde
Racing,Ridge_Racer_Type_4_PS1_0170.jpg,46.1,11.82,30.5,garde
Racing,Ridge_Racer_Type_4_PS1_0171.jpg,50.6,12.87,27.1,garde
Racing,Ridge_Racer_Type_4_PS1_0172.jpg,42.4,12.49,20.5,garde
Racing,Ridge_Racer_Type_4_PS1_0173.jpg,47.6,12.38,26.1,garde
Racing,Ridge_Racer_Type_4_PS1_0174.jpg,60.6,11.14,28.7,garde
Racing,Ridge_Racer_Type_4_PS1_0175.jpg,46.2,11.66,26.1,garde
Racing,Ridge_Racer_Type_4_PS1_0176.jpg,60.6,12.57,30.7,garde
Racing,Ridge_Racer_Type_4_PS1_0177.jpg,43.3,16.41,28.6,garde
Racing,Ridge_Racer_Type_4_PS1_0178.jpg,43.9,13.27,19.7,garde
Racing,Ridge_Racer_Type_4_PS1_0179.jpg,45.8,11.63,39.0,garde
Racing,Ridge_Racer_Type_4_PS1_0180.jpg,60.2,8.89,32.6,garde
Racing,Ridge_Racer_Type_4_PS1_0181.jpg,37.4,5.97,19.7,garde
Racing,Ridge_Racer_Type_4_PS1_0182.jpg,40.9,6.29,27.9,garde
Racing,Ridge_Racer_Type_4_PS1_0183.jpg,42.5,6.40,38.6,garde
Racing,Ridge_Racer_Type_4_PS1_0184.jpg,38.9,7.84,28.8,garde
Racing,Ridge_Racer_Type_4_PS1_0186.jpg,52.4,10.82,94.9,garde
Racing,Ridge_Racer_Type_4_PS1_0187.jpg,51.6,11.68,94.5,garde
Racing,Ridge_Racer_Type_4_PS1_0189.jpg,27.1,5.90,11.1,garde
Racing,Ridge_Racer_Type_4_PS1_0191.jpg,47.6,13.09,115.3,garde
Racing,Ridge_Racer_Type_4_PS1_0193.jpg,40.1,16.39,27.2,garde
Racing,Ridge_Racer_Type_4_PS1_0194.jpg,38.0,13.56,15.3,garde
Racing,Ridge_Racer_Type_4_PS1_0195.jpg,38.9,14.08,15.0,garde
Racing,Ridge_Racer_Type_4_PS1_0196.jpg,39.3,13.09,19.3,garde
Racing,Ridge_Racer_Type_4_PS1_0197.jpg,41.8,16.07,20.3,garde
Racing,Ridge_Racer_Type_4_PS1_0198.jpg,41.1,15.23,17.0,garde
Racing,Ridge_Racer_Type_4_PS1_0199.jpg,39.8,13.63,11.1,garde
Racing,Ridge_Racer_Type_4_PS1_0200.jpg,39.2,13.25,16.7,garde
Racing,Ridge_Racer_Type_4_PS1_0201.jpg,40.4,13.21,12.5,garde
Racing,Ridge_Racer_Type_4_PS1_0202.jpg,41.4,14.25,17.8,garde
Racing,Ridge_Racer_Type_4_PS1_0203.jpg,42.3,14.97,27.0,garde
Racing,Ridge_Racer_Type_4_PS1_0204.jpg,40.3,15.39,27.0,garde
Racing,Ridge_Racer_Type_4_PS1_0205.jpg,18.6,2.95,17.5,garde
Racing,Ridge_Racer_Type_4_PS1_0207.jpg,21.8,5.22,24.0,garde
Racing,Ridge_Racer_Type_4_PS1_0208.jpg,46.6,9.67,32.5,garde
Racing,Ridge_Racer_Type_4_PS1_0212.jpg,53.0,11.29,102.8,garde
Racing,Ridge_Racer_Type_4_PS1_0213.jpg,51.9,8.13,101.5,garde
Racing,Ridge_Racer_Type_4_PS1_0216.jpg,27.8,3.69,30.3,garde
Racing,Ridge_Racer_Type_4_PS1_0217.jpg,47.2,8.27,15.5,garde
Racing,Ridge_Racer_Type_4_PS1_0218.jpg,49.4,12.51,14.1,garde
Racing,Ridge_Racer_Type_4_PS1_0219.jpg,47.4,9.05,16.0,garde
Racing,Ridge_Racer_Type_4_PS1_0221.jpg,36.5,3.69,24.9,garde
Racing,Ridge_Racer_Type_4_PS1_0223.jpg,26.0,6.28,13.7,garde
Racing,Ridge_Racer_Type_4_PS1_0224.jpg,29.1,6.41,40.7,garde
Racing,Ridge_Racer_Type_4_PS1_0225.jpg,24.5,4.56,30.5,garde
Racing,Ridge_Racer_Type_4_PS1_0226.jpg,26.8,6.15,22.1,garde
Racing,Ridge_Racer_Type_4_PS1_0227.jpg,38.8,9.60,54.8,garde
Racing,Ridge_Racer_Type_4_PS1_0228.jpg,21.1,4.82,14.1,garde
Racing,Ridge_Racer_Type_4_PS1_0229.jpg,20.7,5.70,10.3,garde
Racing,Ridge_Racer_Type_4_PS1_0231.jpg,28.1,6.38,19.1,garde
Racing,Ridge_Racer_Type_4_PS1_0232.jpg,27.8,6.95,28.9,garde
Racing,Ridge_Racer_Type_4_PS1_0234.jpg,39.9,8.25,102.4,garde
Racing,Ridge_Racer_Type_4_PS1_0235.jpg,20.0,5.59,66.6,garde
Racing,Ridge_Racer_Type_4_PS1_0237.jpg,56.3,9.69,34.6,garde
Racing,Ridge_Racer_Type_4_PS1_0239.jpg,30.0,8.44,12.4,garde
Racing,Ridge_Racer_Type_4_PS1_0240.jpg,30.2,8.78,15.4,garde
Racing,Ridge_Racer_Type_4_PS1_0241.jpg,58.0,9.64,35.3,garde
Racing,Ridge_Racer_Type_4_PS1_0242.jpg,33.8,8.73,22.2,garde
Racing,Ridge_Racer_Type_4_PS1_0243.jpg,33.8,9.25,15.8,garde
Racing,Ridge_Racer_Type_4_PS1_0244.jpg,38.8,9.44,18.0,garde
Racing,Ridge_Racer_Type_4_PS1_0245.jpg,49.1,9.15,27.9,garde
Racing,Ridge_Racer_Type_4_PS1_0246.jpg,31.9,9.41,13.6,garde
Racing,Ridge_Racer_Type_4_PS1_0247.jpg,34.6,8.37,11.3,garde
Racing,Ridge_Racer_Type_4_PS1_0248.jpg,31.4,9.41,13.6,garde
Racing,Ridge_Racer_Type_4_PS1_0249.jpg,31.7,8.42,10.0,garde
Racing,Ridge_Racer_Type_4_PS1_0250.jpg,65.3,9.73,46.3,garde
Racing,Ridge_Racer_Type_4_PS1_0251.jpg,31.7,5.13,23.9,garde
Racing,Ridge_Racer_Type_4_PS1_0252.jpg,18.7,3.81,12.6,garde
Racing,Ridge_Racer_Type_4_PS1_0253.jpg,31.3,4.39,19.3,garde
Racing,Ridge_Racer_Type_4_PS1_0254.jpg,25.4,5.29,18.6,garde
Racing,Ridge_Racer_Type_4_PS1_0255.jpg,35.6,14.47,22.2,garde
Racing,Ridge_Racer_Type_4_PS1_0256.jpg,32.9,6.60,55.2,garde
Racing,Ridge_Racer_Type_4_PS1_0257.jpg,42.8,15.56,111.7,garde
Racing,Ridge_Racer_Type_4_PS1_0258.jpg,49.4,14.60,105.4,garde
Racing,Ridge_Racer_Type_4_PS1_0259.jpg,51.5,15.90,105.2,garde
Racing,Ridge_Racer_Type_4_PS1_0263.jpg,51.9,17.07,92.2,garde
Racing,Ridge_Racer_Type_4_PS1_0266.jpg,34.5,5.69,98.8,garde
Racing,Ridge_Racer_Type_4_PS1_0267.jpg,43.5,15.31,111.3,garde
Racing,Ridge_Racer_Type_4_PS1_0269.jpg,24.0,7.03,46.6,garde
Racing,Ridge_Racer_Type_4_PS1_0271.jpg,38.3,10.39,48.5,garde
Racing,Ridge_Racer_Type_4_PS1_0272.jpg,43.7,14.34,14.0,garde
Racing,Ridge_Racer_Type_4_PS1_0273.jpg,38.8,12.65,23.5,garde
Racing,Ridge_Racer_Type_4_PS1_0274.jpg,40.1,11.96,46.4,garde
Racing,Ridge_Racer_Type_4_PS1_0275.jpg,40.0,12.01,29.9,garde
Racing,Ridge_Racer_Type_4_PS1_0276.jpg,59.4,15.02,49.0,garde
Racing,Ridge_Racer_Type_4_PS1_0277.jpg,36.8,12.68,16.3,garde
Racing,Ridge_Racer_Type_4_PS1_0278.jpg,54.2,14.95,35.8,garde
Racing,Ridge_Racer_Type_4_PS1_0279.jpg,45.0,13.30,54.3,garde
Racing,Ridge_Racer_Type_4_PS1_0280.jpg,18.4,4.07,9.1,garde
Racing,Ridge_Racer_Type_4_PS1_0281.jpg,39.3,5.15,34.9,garde
Racing,Ridge_Racer_Type_4_PS1_0283.jpg,42.0,8.22,20.5,garde
Racing,Ridge_Racer_Type_4_PS1_0284.jpg,32.1,14.59,12.7,garde
Racing,Ridge_Racer_Type_4_PS1_0285.jpg,57.3,14.41,116.6,garde
Racing,Ridge_Racer_Type_4_PS1_0287.jpg,28.9,9.77,80.3,garde
Racing,Ridge_Racer_Type_4_PS1_0288.jpg,29.6,6.95,19.1,garde
Racing,Ridge_Racer_Type_4_PS1_0289.jpg,61.9,13.60,40.4,garde
Racing,Ridge_Racer_Type_4_PS1_0290.jpg,38.0,11.40,13.9,garde
Racing,Ridge_Racer_Type_4_PS1_0291.jpg,34.5,10.36,18.8,garde
Racing,Ridge_Racer_Type_4_PS1_0292.jpg,39.2,11.37,18.0,garde
Racing,Ridge_Racer_Type_4_PS1_0293.jpg,46.6,9.20,25.7,garde
Racing,Ridge_Racer_Type_4_PS1_0294.jpg,64.4,11.33,41.4,garde
Racing,Ridge_Racer_Type_4_PS1_0295.jpg,36.0,12.43,18.1,garde
Racing,Ridge_Racer_Type_4_PS1_0296.jpg,37.3,11.18,24.7,garde
Racing,Ridge_Racer_Type_4_PS1_0297.jpg,32.9,11.97,19.7,garde
Racing,Ridge_Racer_Type_4_PS1_0298.jpg,34.5,10.78,12.8,garde
Racing,Ridge_Racer_Type_4_PS1_0299.jpg,62.5,9.97,39.6,garde
Racing,Ridge_Racer_Type_4_PS1_0302.jpg,19.9,4.84,15.0,garde
Racing,Ridge_Racer_Type_4_PS1_0304.jpg,22.2,5.74,14.3,garde
Racing,Ridge_Racer_Type_4_PS1_0305.jpg,51.9,4.92,36.2,garde
Racing,Ridge_Racer_Type_4_PS1_0306.jpg,52.7,11.15,95.3,garde
Racing,Ridge_Racer_Type_4_PS1_0309.jpg,33.1,8.45,107.2,garde
Racing,Ridge_Racer_Type_4_PS1_0310.jpg,43.3,7.80,6.9,garde
Racing,Ridge_Racer_Type_4_PS1_0311.jpg,43.0,20.15,91.5,garde
Racing,Ridge_Racer_Type_4_PS1_0315.jpg,45.9,15.44,22.6,garde
Racing,Ridge_Racer_Type_4_PS1_0316.jpg,35.4,11.38,22.4,garde
Racing,Ridge_Racer_Type_4_PS1_0317.jpg,39.6,12.96,13.5,garde
Racing,Ridge_Racer_Type_4_PS1_0318.jpg,40.0,13.62,11.4,garde
Racing,Ridge_Racer_Type_4_PS1_0319.jpg,40.1,11.12,6.6,garde
Racing,Ridge_Racer_Type_4_PS1_0320.jpg,38.1,12.84,15.4,garde
Racing,Ridge_Racer_Type_4_PS1_0321.jpg,41.2,14.41,25.4,garde
Racing,Ridge_Racer_Type_4_PS1_0322.jpg,42.6,15.41,16.9,garde
Racing,Ridge_Racer_Type_4_PS1_0323.jpg,37.7,12.28,14.2,garde
Racing,Ridge_Racer_Type_4_PS1_0324.jpg,39.7,12.17,14.5,garde
Racing,Ridge_Racer_Type_4_PS1_0325.jpg,39.9,13.93,14.3,garde
Racing,Ridge_Racer_Type_4_PS1_0326.jpg,39.3,14.15,11.7,garde
Racing,Ridge_Racer_Type_4_PS1_0327.jpg,39.9,13.16,12.2,garde
Racing,Ridge_Racer_Type_4_PS1_0328.jpg,22.9,5.14,13.3,garde
Racing,Ridge_Racer_Type_4_PS1_0331.jpg,27.7,6.32,24.0,garde
Racing,Ridge_Racer_Type_4_PS1_0333.jpg,49.1,12.58,104.6,garde
Racing,Ridge_Racer_Type_4_PS1_0335.jpg,25.4,8.44,81.4,garde
Racing,Ridge_Racer_Type_4_PS1_0336.jpg,47.7,13.95,28.0,garde
Racing,Ridge_Racer_Type_4_PS1_0337.jpg,36.4,11.11,10.7,garde
Racing,Ridge_Racer_Type_4_PS1_0338.jpg,35.0,11.58,16.5,garde
Racing,Ridge_Racer_Type_4_PS1_0339.jpg,36.6,14.40,23.1,garde
Racing,Ridge_Racer_Type_4_PS1_0340.jpg,44.9,14.52,19.7,garde
Racing,Ridge_Racer_Type_4_PS1_0341.jpg,41.5,11.62,17.9,garde
Racing,Ridge_Racer_Type_4_PS1_0342.jpg,40.0,12.01,18.5,garde
Racing,Ridge_Racer_Type_4_PS1_0343.jpg,38.7,13.73,23.7,garde
Racing,Ridge_Racer_Type_4_PS1_0344.jpg,32.4,10.20,17.5,garde
Racing,Ridge_Racer_Type_4_PS1_0345.jpg,37.5,11.24,24.2,garde
Racing,Ridge_Racer_Type_4_PS1_0346.jpg,58.2,12.09,23.1,garde
Racing,Ridge_Racer_Type_4_PS1_0347.jpg,37.3,13.32,26.2,garde
Racing,Ridge_Racer_Type_4_PS1_0348.jpg,39.0,11.47,15.1,garde
Racing,Ridge_Racer_Type_4_PS1_0349.jpg,44.3,10.50,19.5,garde
Racing,Ridge_Racer_Type_4_PS1_0350.jpg,18.3,3.14,8.1,garde
Racing,Ridge_Racer_Type_4_PS1_0351.jpg,31.5,6.94,18.0,garde
Racing,Ridge_Racer_Type_4_PS1_0352.jpg,20.7,4.94,25.7,garde
Racing,Ridge_Racer_Type_4_PS1_0353.jpg,29.2,6.48,14.2,garde
Racing,Ridge_Racer_Type_4_PS1_0355.jpg,63.7,12.32,113.6,garde
Racing,Ridge_Racer_Type_4_PS1_0356.jpg,57.0,15.44,116.3,garde
